article,article_txt,mtb_merch_category_level1,mtb_ah_level1_txt,mtb_ah_level2_txt,mtb_ah_level3_txt,mtb_ah_level4_txt,mtb_ah_level5_txt,mtb_ah_level6_txt,mtb_ah_level7_txt,sellin_invoiced_eur_aar
MB133660,BUCKLE_STL_ST_17.0,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,BUCKLES & DEPLOYING CLASPS,410.170078862
MB4900921,MJ Giftbox [BX66] Small,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG JW,PKG JW,446.348772605
MBMX006T2R,DISK DATE WHIT DECAL BLCK 6H AL VARN,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,DISK,41.377407935
MBMXE05MX2,DISK D/N IND BLU MULTIC BRS SIMI YELL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,DISK,46.75
MBMX00327L,LEATHER COVER BLACK FOR TT 35774,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,CLOCK SPARE PARTS,CLOCK SPARE PARTS,"BASE, BACK, COVER",59.45473151
MBMX001DGK,BTE STAR GM STEEL Q,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,299.296584065
MBMX001LRC,CLASP TRIP MM ST,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,BRACELET,OTHER BRACELET & CLASP COMPONENTS,28.964185555
MBMX001S52,BTE SUMM STEEL XL AC-POL CH QU,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,702.660441471
MBMX000HJ8,Notched pin XL/LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,16.091214197
MBMX001CFZ,BLACK HOSTAFORM MEIST PVD LM ROUND CIRCL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CASING RING,16.091214197
MB125371,SERVICE GUIDE WATCH STANDARD 19/20,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WA,PKG WA,1.213602108
MB131995,UG AUTO DATE,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WA,PKG WA,1.231375323
MB134287,BRAC_BOH_30_ST_SAT-POL_14.0,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,BRACELETS,10546.642750413
MB1033721,Feeder case M25110,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,969.51668214
MBMX006PHT,MVT QU-CH ETA 251.372 H1 GU4H DSC-BC,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,281.803814494
MBMXE0L26Q,BRIDGE AUTO DEV FURNISHED BRS GALV SNAIL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,"BRIDGE, PLATE",2.896418555
MB1023626,Feeder case M147,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,34.317565629
MBMXE0JW88,SPG COMPRES ST,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING,17.516485679
MBMX001T3J,BRASS BACK CASE F/MONTBLANC TRAVEL.ALARM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,CLOCK SPARE PARTS,CLOCK SPARE PARTS,"BASE, BACK, COVER",24.136821296
MBMX00615B,pol STL STA 44 scrwd PUSH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CORRECTOR & PUSHER,330.384732688
MB1020050,Ink feeder 13100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,19.975733254
MB1022998,Feeder case M28616,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,39.906211209
MB133647,STRAP CALF SQUA-SCLA DECO BLCK XL FOR AR,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,STRAPS,240.39214197
MB1112750,M25823 FP/RB/BP cap upper part turn/pol,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,6.057530636
MB1113603,M25742 BP Cap Top pre-assembled_ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN SLEEVE,PEN SLEEVE,1930.624757563
MB1096082,Cap packing (old version from 2008) M166,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,9.14
MB128058,STRAP_TRD_32_BL-CA_17.0_XS,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,STRAPS,78.424853239
MB134701,BP 164 MST 750Y Amsterdam SE,,MONTBLANC,WRITING INSTRUMENTS,WI CORE LINES,WI MEISTERSTÜCK,MEISTERSTÜCK RESIN,MST RESIN CLASSIQUE,MST RESIN CLASSIQUE,149812.5
MBMX001WX4,"ALL STEEL LEV PUSH,SUMMIT STEEL XL STEEL",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),47.3
MB131511,Muhammad Ali Leaflet,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WI,PKG WI,1.32
MBMXE0P5TD,CLASP DBL FINE ADJ ST,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - CO WATCHES,RAW+WIP - CO WATCHES,RAW+WIP - CO WATCHES,45.48
MB134938,FP 146 Sol BH V.M. #2966 Bespoke,,MONTBLANC,WRITING INSTRUMENTS,WI CORE LINES,WI MEISTERSTÜCK,MEISTERSTÜCK BESPOKE NIB,MEISTERSTÜCK BESPOKE NIB,MEISTERSTÜCK BESPOKE NIB,3242.526895359
MBMXE0KFP6,STEM BANKING ST L=13.05 S F=0.9,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),38.6
MBMX000RP8,Compl case PVD gild MM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,4.37
MBMX004TXT,BRAS bge STA 32 FLANG,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,FLANGE,131.08453885
MB1115690,M28840 BP twist mechanism BUY,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN MECHANISM,PEN MECHANISM,204.57921693
MBMX000J38,Splitted pin MM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,19.4
MB1020161,Cap packing M18110,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,1.31
MBMX00060T,BRIDE EMBOI PLATE AC INOX O.3,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,CLAMP,54.931894437
MBMX001SKW,MVT X-FON QU ETA E20.321 H2 #4810 108,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,481.186911812
MBMX007T8G,MVT QU ETA955.112 H1 GU6H DSC-NR,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,-51.51
MBMX006226,STL  D1.0 L10.65 NOTCH PIN,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,29.512944756
MBMX005NHN,STL cas to ring CLAMP th0.4,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,CLAMP,16.091214197
MB131645,JW Productbox Pouch 1 Chamber complete,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG JW,PKG JW,7539.813835168
MB1104534,Cap packing M114,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,627.214053368
MB1037549,Cap packing M25100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,83.556949566
MB130511,SERVICEGUIDE TIMEPIECES ICED SEA,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WA,PKG WA,0.54
MB1023312,Feeder case M146,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,64.67188543
MB1063534,Forepart ring complete M13418,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN RING,PEN RING,2.734915438
MB133654,BRAC_STL_39_ST-SAT-POL_19.0,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,BRACELETS,1734.869272044
MBMX00124T,POL BLACK VARN BRASS FLANG MEIST STEEL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,FLANGE,58.88
MB1022158,Feeder case M28602,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,5.902588952
MBMX0089LH,BCK ring w/scrw fxd TMW 43 STL 7141,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,264.394687081
MBMXE08BFP,BACK W CRYST ST POL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,180.782484682
MBMX00646N,pol STL clipsed PRO 23X35 BCK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,64.364856788
MBMX001382,POLISH.STEEL MEISTERSTUCK XL COMPL CASE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,551.66
MB1023212,Ink feeder M18110,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,4.21
MBMX007RNG,smooth PIN STL D=0.9 L=3.95,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,15.034552844
MB130641,STRAP_185_43_BL-AL_22.0_B,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,STRAPS,-322.018733783
MBMX008N76,JEUDISQ INDIC.MIN.SEC BL DEC-NR P616,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,DISK,64.364856788
MB1124915,Service Guide Leather 2019 (light 120x60,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG LT,PKG LT,3429.161792302
MB1028261,Cap packing M163,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP PACKING,CAP PACKING,9307.944462567
MB1061976,Feeder case M149,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,987.905485206
MBMX004XKS,MVT QU ETA E01.001 H3,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,356.000520681
MBMX008QZ7,BTE MHE 39 ST-POL AU-AU,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,570.642634152
MB130659,BP GCH Great Gatsby SE,,MONTBLANC,WRITING INSTRUMENTS,WI LIMITED EDITIONS,GREAT CHARACTERS,GREAT CHARACTERS,GREAT GATSBY SE,GREAT GATSBY SE,302663.208834656
MB132982,Money Clip GC Great Gatsby,,MONTBLANC,JEWELLERY,MEN'S ACCESSORIES,MEN'S ACCESSORIES,MEN'S ACCESSORIES,SMALL ACCESSORIES,SMALL ACCESSORIES,24274.039086706
MB7332,Organizer BOH A6 bk/bk,,MONTBLANC,LEATHER,MEDIUM LEATHER GOODS,MEDIUM LEATHER GOODS,MEDIUM LEATHER GOODS,OTHERS MLG,OTHERS MLG,107.981386582
MB134192,FP MST 146 Pl #2230 Bespoke,,MONTBLANC,WRITING INSTRUMENTS,WI CORE LINES,WI MEISTERSTÜCK,MEISTERSTÜCK BESPOKE NIB,MEISTERSTÜCK BESPOKE NIB,MEISTERSTÜCK BESPOKE NIB,1021.01
MBMXE03MX9,CAS RING NFL 36MM THERMOP,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CASING RING,2.08
MBMXE0L248,BRIDGE OF WHEELS JEWELLED BRS GALV SNAIL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,"BRIDGE, PLATE",19.309457036
MBMX000J56,Montblanc logo PVD SM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,DECORATION,16.492902162
MBMXE08140,KIT CLIQ - RACK MB TIMEWALKER 41 PLAS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),9.332904234
MBMX0065GC,PIN SMTH ST LG=16.36,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,1.274812129
MB131507,Marilyn Monroe Leaflet,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WI,PKG WI,2.12
MBMX001WV0,"STEEL WIND BEZEL CLIC,SPOR STEEL XL STEL",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),11.909122854
MBMX000HL5,Montblanc logo steel XL/LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,DECORATION,225.082202881
MBMX00787J,BTE STAR STEEL 39 AC-POL AU-PS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,299.296584065
MBMXE08P6N,KIT CLIQ - RACK PLAS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),38.867584299
MB130723,FP Cinema LE 74 China MoP,,MONTBLANC,WRITING INSTRUMENTS,WI ARTISAN & HIGH ARTISTRY,WI HIGH ARTISTRY,HIGH ARTISTRY (<100),HIGH ARTISTRY (<100),HIGH ARTISTRY (<100),136809.591990725
MB36624,Violet Silk Chain Amethyst/Topaz Pendant,,MONTBLANC,JEWELLERY,LADIES JEWELLERY,LADIES JEWELLERY,LADIES JEWELLERY,LADIES SILVER,LADIES SILVER,-140.26
MB114055,STA Starter Kit Notebooks 32 pc,,MONTBLANC,OTHER SEGMENTS,FINE STATIONERY,FINE STATIONERY,FINE STATIONERY,FINE STATIONERY CORE,FINE STATIONERY CORE,343.606055251
MBMXE0BGB9,CLASP DBL ST,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - CO WATCHES,RAW+WIP - CO WATCHES,RAW+WIP - CO WATCHES,125.38
MB134031,UG ICED SEA AUTO DATE,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WA,PKG WA,1.66121431
MBMXE0B8W0,QTZ MVT MB 2117 STANDH2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,70.913109122
MBMX001DG8,ST MEIST LM FIXAT BACK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,314.385121603
MB4900911,MJ Giftbox [BX65] Neclaces and Bracelets,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG JW,PKG JW,3.222447519
MBMX003415,SPLITTED PIN ST D=1.2 L=20.5,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,PIN,2.79
MBMX006ML4,2 funct operat lever SPRING 7750-53-54,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING,24.136821296
MB133021,MoA 4810 Klimt Box KAUF,,MONTBLANC,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PACKAGING LINKED TO FINISHED PRODUCTS,PKG WI,PKG WI,0
MBMXE0FSG8,HAND DATE ST BLU OXY L=4.84,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,CLOCK SPARE PARTS,CLOCK SPARE PARTS,HAND,10.62020137
MBMX001JTB,BLACK CASING RING SUMMIT LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CASING RING,16.091214197
MB1113597,M25737 RB Cone black pre-assembled_ASS,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,CAP RING,CAP RING,1305.258800073
MB1029012,Ink feeder M149,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,437.488576158
MBMXE088RW,PUSH ST,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CORRECTOR & PUSHER,386.26214197
MB1033722,Feeder case M25100,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN FEEDER,PEN FEEDER,936.268084641
MB1127171,HER BABY BP pressing mechanism BUY,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,PEN MECHANISM,PEN MECHANISM,313.708377086
MBMXE04WSK,QTZ MVT MB 2115 CHRH1 AP.6H,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,510.121447715
MBMXE0F31N,QTZ MVT MB 2119 H1 AP.4H,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,NON REFURBISHABLE MOVEMENT / LOCAL SCRAP,46.221322909
MBMXE03DQH,BTE TRD 40 ST-POL AU-AU,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,WATCH COMPLETE CASE,605.726584065
MBMXE0D01J,LINK KIT MB SL EXTEN1/2 ST,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),100.397367018
MB132990,Notebook #146 GC Great Gatsby,,MONTBLANC,OTHER SEGMENTS,FINE STATIONERY,FINE STATIONERY,FINE STATIONERY,FINE STATIONERY SE,FINE STATIONERY SE,25030.854599021
MBMXE0L4FV,SPG STOP CLICK FINISHED ST GALV,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,SPRING,0.321824284
MB114270,MB NFL Business Card Holder Black XB,,MONTBLANC,LEATHER,SMALL LEATHER GOODS,SMALL LEATHER GOODS,SMALL LEATHER GOODS,OTHERS SLG,OTHERS SLG,36.157007647
MB133663,STRAP KIT MTB 1858 STD FKM BLCK ADJ DEPL,,MONTBLANC,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,ACCESSORIES/CONSUMABLES,CO WATCHES,CO WATCHES MB,STRAPS,0.028457841
MBMX000VR5,CLIC ST,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,OTHER CASE ELEMENTS (NON IN COMMON LIST),34.333301089
MBMX007J92,JEUDISQ INDIC.MIN.SEC AG DEC NR P761,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,MOVEMENT,DISK,193.094570364
MBMXE06NB2,BACK MTB 1858 NORM ST PO SA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,261.097507849
MBMX007RNB,BCK TMW 42 av/vis STL 7241,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,BACKCASE,157.48
MBMX000WV1,Fix clamp crl-case XL Sp,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,CLAMP,42.96950565
MBMX001WWQ,"THERMO BLACK CIRCLE,SUMMIT STEEL XL STEE",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,CASE,CASING RING,4.366396771
MB1104602,SERVICE GUIDE EYEWEAR 2012,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,EYEWEAR SPARE PARTS,EYEWEAR SPARE PARTS,EYEWEAR SPARE PARTS,2.27
